date,close,open,high,low,nmVolume
2018-12-05,15.9,15.8,16.0,15.8,85400.0
2018-12-06,15.9,15.8,15.9,15.7,67300.0
2018-12-07,15.9,15.9,16.0,15.8,37550.0
2018-12-10,15.6,15.9,15.9,15.6,57400.0
2018-12-11,15.5,15.6,15.7,15.5,78904.0
2018-12-12,15.5,15.6,15.6,15.4,77920.0
2018-12-13,15.5,15.5,15.7,15.4,54150.0
2018-12-14,15.4,15.5,15.5,15.4,38335.0
2018-12-17,15.0,15.3,15.3,14.9,115280.0
2018-12-18,13.9,14.9,14.9,13.3,142540.0
2018-12-19,14.0,14.0,14.9,13.7,42520.0
2018-12-20,13.8,14.0,14.2,13.7,41290.0
2018-12-21,12.9,13.5,13.5,12.5,225461.0
2018-12-24,12.4,12.8,12.8,12.4,68960.0
2018-12-25,12.0,12.3,12.3,11.3,220000.0
2018-12-26,12.3,12.0,12.5,11.7,123300.0
2018-12-27,13.8,12.6,13.8,12.6,229200.0
2018-12-28,13.4,14.3,14.5,13.1,52450.0
2018-12-31,13.333333333333336,13.933333333333335,14.333333333333336,13.1,55154.0
2019-01-01,13.266666666666666,13.566666666666665,14.166666666666664,13.1,57858.0
2019-01-02,13.2,13.2,14.0,13.1,60562.0
2019-01-03,13.0,13.3,13.4,12.8,74900.0
2019-01-04,12.6,12.7,13.0,12.6,60451.0
2019-01-07,13.0,12.7,13.4,12.4,65700.0
2019-01-08,13.1,13.0,13.5,13.0,42260.0
2019-01-09,13.3,13.0,13.5,13.0,84641.0
2019-01-10,13.5,13.0,13.8,13.0,70505.0
2019-01-11,14.3,14.0,14.4,13.5,124900.0
2019-01-14,15.6,14.1,15.7,14.0,284076.0
2019-01-15,16.0,15.6,16.5,15.6,216673.0
2019-01-16,15.7,16.0,16.6,15.1,188549.0
2019-01-17,15.3,15.7,15.9,15.1,113550.0
2019-01-18,15.3,15.3,15.5,15.1,123997.0
2019-01-21,14.3,15.3,15.3,14.1,97363.0
2019-01-22,14.7,14.8,14.8,14.1,93070.0
2019-01-23,15.2,14.2,16.0,14.2,124905.0
2019-01-24,15.1,15.2,15.7,15.1,47020.0
2019-01-25,15.0,15.4,15.4,15.0,68729.0
2019-01-28,14.8,15.0,15.1,14.7,65045.0
2019-01-29,14.8,14.7,15.0,14.6,37420.0
2019-01-30,15.2,14.7,15.2,14.6,58010.0
2019-01-31,15.4,15.1,15.5,15.1,59729.0
2019-02-01,16.3,15.2,16.6,15.0,372466.0
2019-02-04,16.416666666666668,15.416666666666664,16.700000000000006,15.25,356874.5
2019-02-05,16.533333333333335,15.633333333333333,16.8,15.5,341283.0
2019-02-06,16.65,15.85,16.9,15.75,325691.5
2019-02-07,16.766666666666666,16.066666666666666,17.0,16.0,310100.0
2019-02-08,16.883333333333333,16.28333333333333,17.1,16.25,294508.5
2019-02-11,17.0,16.5,17.2,16.5,278917.0
2019-02-12,16.6,17.0,17.0,16.3,190780.0
2019-02-13,18.1,16.6,18.3,16.6,584780.0
2019-02-14,18.7,18.0,18.8,18.0,348125.0
2019-02-15,18.3,18.7,18.8,17.7,197560.0
2019-02-18,19.4,18.5,20.0,18.5,641770.0
2019-02-19,18.9,19.4,19.7,18.6,330035.0
2019-02-20,18.9,19.0,19.1,18.4,244976.0
2019-02-21,19.0,18.7,19.4,18.5,439443.0
2019-02-22,19.0,19.0,19.2,18.8,236675.0
2019-02-25,18.6,19.0,19.1,18.4,238725.0
2019-02-26,18.0,18.5,18.6,17.7,364845.0
2019-02-27,18.4,18.1,18.9,18.1,174130.0
2019-02-28,19.0,19.0,19.6,18.8,444292.0
2019-03-01,21.9,19.1,21.9,18.7,1469960.0
2019-03-04,23.0,22.0,23.8,22.0,643318.0
2019-03-05,22.0,23.2,23.2,21.5,496660.0
2019-03-06,21.6,21.7,21.8,20.9,792655.0
2019-03-07,21.9,21.3,22.4,21.3,508113.0
2019-03-08,23.3,22.0,23.3,21.7,764580.0
2019-03-11,23.4,23.0,24.0,22.9,695448.0
2019-03-12,23.3,23.2,23.6,22.8,460973.0
2019-03-13,22.9,23.3,23.3,22.6,512940.0
2019-03-14,24.7,22.9,24.8,22.8,1324625.0
2019-03-15,25.4,24.8,25.8,24.5,654980.0
2019-03-18,27.6,25.5,28.0,25.4,995911.0
2019-03-19,25.4,27.6,27.9,24.1,1588870.0
2019-03-20,25.9,25.5,26.0,24.7,840211.0
2019-03-21,26.0,25.7,26.9,25.5,471385.0
2019-03-22,25.4,25.8,26.0,24.5,561410.0
2019-03-25,22.6,25.0,25.0,21.4,1279860.0
2019-03-26,21.9,23.5,24.0,21.2,743097.0
2019-03-27,23.7,22.4,24.0,22.4,398910.0
2019-03-28,22.9,23.7,23.7,22.6,350550.0
2019-03-29,23.5,23.0,24.5,22.8,570233.0
2019-04-01,24.9,23.6,25.9,23.6,691691.0
2019-04-02,24.5,25.0,25.3,24.1,383677.0
2019-04-03,25.0,24.0,25.4,23.8,674310.0
2019-04-04,25.2,25.0,25.8,24.8,410964.0
2019-04-05,25.0,25.0,25.3,24.8,207942.0
2019-04-08,24.8,25.0,25.5,24.4,334030.0
2019-04-09,24.1,25.0,25.1,24.0,377035.0
2019-04-10,23.9,24.0,24.5,23.4,463541.0
2019-04-11,24.0,24.0,24.3,23.6,222328.0
2019-04-12,23.7,24.0,24.2,23.6,247213.0
2019-04-15,23.55,23.9,24.0,23.200000000000006,282931.0
2019-04-16,23.4,23.8,23.8,22.8,318649.0
2019-04-17,23.0,23.8,23.9,22.9,288133.0
2019-04-18,22.3,23.0,25.0,22.1,360646.0
2019-04-19,22.5,22.3,23.2,22.1,151750.0
2019-04-22,22.1,23.0,23.0,22.0,202920.0
2019-04-23,21.7,22.1,22.3,21.3,389560.0
2019-04-24,22.2,22.0,22.4,21.7,160506.0
2019-04-25,23.3,22.3,23.8,22.0,340265.0
2019-04-26,23.4,23.2,23.6,22.9,399900.0
2019-04-29,23.25,23.175,23.525,22.875,335572.5
2019-04-30,23.1,23.15,23.450000000000006,22.85,271245.0
2019-05-01,22.95,23.125,23.375,22.825,206917.5
2019-05-02,22.8,23.1,23.3,22.8,142590.0
2019-05-03,22.5,23.0,23.0,22.3,178030.0
2019-05-06,21.9,22.6,22.8,21.9,337100.0
2019-05-07,22.6,22.0,22.6,22.0,169620.0
2019-05-08,24.1,22.8,24.2,22.3,989539.0
2019-05-09,24.1,24.0,24.9,23.9,627992.0
2019-05-10,24.0,24.1,24.3,23.6,376409.0
2019-05-13,25.2,23.9,25.5,23.9,890131.0
2019-05-14,25.7,25.0,25.9,24.5,688607.0
2019-05-15,25.7,25.7,26.3,25.3,695329.0
2019-05-16,25.2,25.8,25.9,25.1,468746.0
2019-05-17,25.2,25.3,25.9,25.2,390876.0
2019-05-20,25.3,25.4,25.5,24.7,660092.0
2019-05-21,26.5,25.1,27.2,25.1,1308001.0
2019-05-22,26.3,26.5,26.7,26.2,325745.0
2019-05-23,26.5,26.1,26.5,25.8,589081.0
2019-05-24,26.9,26.5,27.7,26.5,1255177.0
2019-05-27,28.0,27.0,28.4,26.6,837225.0
2019-05-28,29.2,28.0,29.5,28.0,1437113.0
2019-05-29,27.8,29.2,29.9,27.7,1805194.0
2019-05-30,27.2,27.2,28.1,27.0,966648.0
2019-05-31,26.2,27.0,27.3,25.8,1125293.0
2019-06-03,26.6,26.0,27.3,25.5,571162.0
2019-06-04,26.7,26.3,27.2,26.3,352617.0
2019-06-05,26.6,26.9,27.4,26.5,360985.0
2019-06-06,27.0,26.5,27.4,26.4,364351.0
2019-06-07,28.1,27.0,28.2,26.8,1055550.0
2019-06-10,27.8,28.1,28.7,27.7,495611.0
2019-06-11,27.9,27.7,28.3,27.6,446253.0
2019-06-12,27.2,28.0,28.0,26.9,800938.0
2019-06-13,27.4,27.0,27.5,26.8,464621.0
2019-06-14,27.4,27.8,27.9,27.1,240360.0
2019-06-17,28.2,27.4,28.4,27.4,631330.0
2019-06-18,28.7,28.0,28.9,28.0,841345.0
2019-06-19,28.5,28.9,29.2,28.4,360326.0
2019-06-20,28.0,28.5,29.0,27.8,796424.0
2019-06-21,28.0,28.0,28.3,27.6,624915.0
2019-06-24,27.9,27.7,28.5,27.7,353692.0
2019-06-25,27.9,28.0,28.2,27.7,248333.0
2019-06-26,28.3,27.7,28.8,27.5,441955.0
2019-06-27,27.9,28.3,28.3,27.7,265351.0
2019-06-28,27.2,27.8,27.9,26.6,785193.0
2019-07-01,26.9,27.4,27.9,26.3,1071222.0
2019-07-02,27.0,26.9,27.4,26.8,283140.0
2019-07-03,26.5,27.0,27.1,26.5,346000.0
2019-07-04,27.3,26.5,27.4,26.4,634499.0
2019-07-05,27.4,27.4,27.6,27.1,283910.0
2019-07-08,27.0,27.0,27.5,26.8,203920.0
2019-07-09,27.8,27.0,27.9,27.0,839310.0
2019-07-10,28.2,27.6,28.4,27.6,646329.0
2019-07-11,27.8,28.4,28.4,27.8,491356.0
2019-07-12,27.8,28.0,28.0,27.6,464462.0
2019-07-15,29.5,27.7,29.6,27.6,1985124.0
2019-07-16,29.3,29.1,30.0,29.1,502474.0
2019-07-17,29.3,29.4,29.5,29.1,521975.0
2019-07-18,30.6,29.2,30.7,29.1,1726341.0
2019-07-19,28.4,30.8,31.4,28.0,2357317.0
2019-07-22,29.5,29.0,29.6,28.4,845877.0
2019-07-23,29.4,29.3,29.9,29.0,613881.0
2019-07-24,30.7,29.3,30.8,29.2,1306537.0
2019-07-25,30.8,30.8,32.0,29.9,1535292.0
2019-07-26,31.1,31.0,31.5,30.2,674919.0
2019-07-29,31.4,30.8,31.8,30.7,595089.0
2019-07-30,30.2,31.4,31.4,30.1,855187.0
2019-07-31,29.9,30.2,30.2,29.2,553541.0
2019-08-01,30.4,29.7,30.8,29.6,473429.0
2019-08-02,33.1,30.4,33.9,30.0,2078472.0
2019-08-05,36.5,33.1,36.7,32.7,1758455.0
2019-08-06,36.5,36.0,39.7,33.8,2662360.0
2019-08-07,34.8,34.0,36.5,34.0,1399815.0
2019-08-08,35.6,34.7,37.3,34.7,810888.0
2019-08-09,35.1,35.9,36.7,35.1,657050.0
2019-08-12,35.1,35.4,35.9,34.8,627930.0
2019-08-13,33.7,35.2,35.2,32.7,1401746.0
2019-08-14,34.3,33.6,35.6,33.6,399588.0
2019-08-15,37.0,34.5,37.2,33.1,1251421.0
2019-08-16,36.9,36.5,37.8,36.5,1031843.0
2019-08-19,36.9,36.5,37.5,36.5,373078.0
2019-08-20,37.1,37.0,37.6,36.3,786982.0
2019-08-21,36.2,37.1,37.3,35.9,991248.0
2019-08-22,37.6,36.4,38.4,36.0,973897.0
2019-08-23,37.7,37.6,38.2,37.3,417963.0
2019-08-26,37.3,36.5,37.7,36.5,424232.0
2019-08-27,37.3,37.4,38.3,37.1,668374.0
2019-08-28,36.7,37.3,37.7,36.6,537818.0
2019-08-29,36.1,36.7,36.7,35.9,589621.0
2019-08-30,35.9,36.1,36.7,35.5,443426.0
2019-09-02,35.099999999999994,36.05,36.5,34.85,578507.5
2019-09-03,34.3,36.0,36.3,34.2,713589.0
2019-09-04,33.6,34.2,34.6,30.1,1140830.0
2019-09-05,33.0,33.2,34.4,32.8,345674.0
2019-09-06,32.3,33.5,33.5,32.0,404030.0
2019-09-09,30.3,32.0,32.0,29.8,769787.0
2019-09-10,28.2,30.3,30.7,27.7,1075765.0
2019-09-11,31.9,28.0,32.4,28.0,803040.0
2019-09-12,32.0,31.5,32.9,31.5,409150.0
2019-09-13,31.4,32.3,32.3,31.2,364359.0
2019-09-16,31.5,31.4,32.2,30.4,533890.0
2019-09-17,31.2,31.5,31.5,30.8,196365.0
2019-09-18,31.8,31.2,32.1,31.0,355005.0
2019-09-19,31.8,31.7,32.0,31.4,208781.0
2019-09-20,31.6,31.5,31.9,31.2,230529.0
2019-09-23,30.9,31.7,31.8,30.6,239502.0
2019-09-24,30.5,30.8,31.0,30.0,335930.0
2019-09-25,31.0,30.5,31.3,30.0,257990.0
2019-09-26,31.0,31.0,31.6,30.6,233628.0
2019-09-27,31.1,31.0,31.6,30.9,365505.0
2019-09-30,33.1,31.2,33.5,31.2,823613.0
2019-10-01,33.0,33.0,33.6,32.6,344227.0
2019-10-02,32.4,33.0,33.1,32.2,368430.0
2019-10-03,32.0,32.4,32.4,31.2,381281.0
2019-10-04,32.8,32.0,33.3,31.8,394930.0
2019-10-07,32.3,32.8,33.0,32.2,173399.0
2019-10-08,32.3,32.5,32.6,31.9,260760.0
2019-10-09,33.6,32.5,33.8,32.5,677279.0
2019-10-10,33.4,34.0,34.3,33.4,328517.0
2019-10-11,33.3,33.4,33.7,32.9,344075.0
2019-10-14,33.4,33.3,34.1,33.2,554845.0
2019-10-15,32.5,33.7,33.7,32.1,956844.0
2019-10-16,32.6,32.6,33.2,32.3,321992.0
2019-10-17,32.3,32.5,32.5,31.9,347420.0
2019-10-18,31.9,32.3,32.5,31.9,310980.0
2019-10-21,31.5,32.1,32.1,31.1,359335.0
2019-10-22,31.6,31.5,31.9,31.5,111770.0
2019-10-23,31.9,31.6,32.3,31.1,125157.0
2019-10-24,32.7,32.1,33.0,31.7,260325.0
2019-10-25,32.4,33.0,33.0,32.3,156740.0
2019-10-28,32.1,32.5,32.7,32.1,156499.0
2019-10-29,31.7,32.1,32.3,31.7,185105.0
2019-10-30,31.9,31.9,32.0,31.5,206061.0
2019-10-31,32.1,32.0,33.1,31.9,503430.0
2019-11-01,32.1,32.4,32.6,31.9,233461.0
2019-11-04,31.4,32.1,32.5,31.2,582602.0
2019-11-05,31.7,31.5,32.1,31.2,281573.0
2019-11-06,31.7,31.6,32.4,31.6,194927.0
2019-11-07,31.8,31.5,31.9,31.5,207359.0
2019-11-08,31.7,31.9,32.1,31.5,193633.0
2019-11-11,31.5,31.6,31.7,31.4,125957.0
2019-11-12,31.5,31.5,31.6,31.3,175583.0
2019-11-13,31.4,31.6,31.7,31.2,194418.0
2019-11-14,30.4,31.5,31.6,30.3,521409.0
2019-11-15,30.0,30.4,30.5,29.5,404316.0
2019-11-18,29.2,29.9,30.0,29.0,296537.0
2019-11-19,29.8,29.0,30.2,29.0,204342.0
2019-11-20,29.9,29.8,30.2,29.5,94511.0
2019-11-21,29.4,29.8,29.9,29.3,81023.0
2019-11-22,28.5,29.5,29.6,28.5,203536.0
2019-11-25,28.0,28.9,28.9,27.6,283098.0
2019-11-26,28.0,28.1,28.4,27.7,146922.0
2019-11-27,26.9,28.1,28.2,26.9,445750.0
2019-11-28,26.5,27.1,27.4,26.1,416221.0
2019-11-29,26.9,26.7,27.0,26.1,186560.0
2019-12-02,25.5,26.9,27.0,24.8,249206.0
2019-12-03,24.4,25.8,25.8,24.0,373217.0
2019-12-04,25.3,24.5,25.3,24.0,194650.0
2019-12-05,25.0,25.3,25.8,25.0,228683.0
2019-12-06,25.1,25.5,25.5,24.5,137299.0
2019-12-09,24.8,25.0,25.5,24.5,85675.0
2019-12-10,24.1,24.7,24.7,24.0,217923.0
2019-12-11,26.3,24.2,26.6,24.2,475330.0
2019-12-12,26.8,26.3,27.3,26.3,272642.0
2019-12-13,26.5,26.9,27.1,26.4,157592.0
2019-12-16,25.9,26.5,26.5,25.6,282630.0
2019-12-17,25.7,26.0,26.3,25.6,92912.0
2019-12-18,25.0,25.8,25.8,24.9,150028.0
2019-12-19,25.2,25.3,25.4,24.9,123641.0
2019-12-20,25.2,25.3,25.3,25.0,149802.0
2019-12-23,25.0,25.2,25.5,24.8,109578.0
2019-12-24,24.7,25.0,25.1,24.5,80566.0
2019-12-25,24.6,24.8,24.9,24.3,108970.0
2019-12-26,25.2,24.7,25.6,24.7,140860.0
2019-12-27,25.0,25.2,25.2,24.9,52998.0
2019-12-30,25.0,25.4,25.4,24.9,69941.0
2019-12-31,24.7,24.9,25.0,24.5,111587.0
2020-01-01,25.0,24.95,25.15,24.6,132240.5
2020-01-02,25.3,25.0,25.3,24.7,152894.0
2020-01-03,25.0,25.4,25.4,24.8,130709.0
2020-01-06,24.6,24.9,25.0,24.4,164567.0
2020-01-07,24.5,24.7,24.7,24.3,123995.0
2020-01-08,23.2,24.2,24.3,23.0,505001.0
2020-01-09,23.2,23.4,23.7,22.9,157146.0
2020-01-10,23.1,23.4,23.7,23.0,209972.0
2020-01-13,22.7,23.3,23.4,22.6,189796.0
2020-01-14,23.7,23.0,24.1,22.5,233994.0
2020-01-15,24.2,24.0,24.5,23.7,133639.0
2020-01-16,24.5,24.2,24.8,24.1,193214.0
2020-01-17,24.1,24.7,24.7,23.8,199909.0
2020-01-20,24.2,24.0,24.5,24.0,142541.0
2020-01-21,25.8,24.2,26.0,24.2,471337.0
2020-01-22,26.6,26.0,26.7,25.7,322687.0
2020-01-23,26.41666666666667,26.1,26.68333333333333,25.53333333333333,313286.5
2020-01-24,26.23333333333333,26.2,26.66666666666667,25.36666666666667,303886.0
2020-01-27,26.05,26.3,26.65,25.2,294485.5
2020-01-28,25.86666666666667,26.4,26.63333333333333,25.03333333333333,285085.0
2020-01-29,25.68333333333333,26.5,26.61666666666667,24.86666666666667,275684.5
2020-01-30,25.5,26.6,26.6,24.7,266284.0
2020-01-31,25.0,25.5,26.3,24.7,428201.0
2020-02-03,23.6,24.8,25.0,22.0,390590.0
2020-02-04,24.2,23.5,24.3,23.4,278292.0
2020-02-05,24.6,24.5,25.3,24.2,331826.0
2020-02-06,25.1,25.0,25.4,24.4,259119.0
2020-02-07,25.6,25.1,25.7,25.1,315457.0
2020-02-10,25.3,25.6,25.8,24.9,197034.0
2020-02-11,27.9,25.5,27.9,25.5,1177234.0
2020-02-12,27.9,27.9,28.3,27.6,667621.0
2020-02-13,28.2,27.9,28.8,27.4,521334.0
2020-02-14,28.3,28.3,28.4,27.7,461720.0
2020-02-17,29.4,28.2,29.9,28.2,842635.0
2020-02-18,28.7,29.5,29.6,28.7,377181.0
2020-02-19,30.1,28.8,30.1,28.4,794742.0
2020-02-20,30.0,30.0,30.6,29.7,644221.0
2020-02-21,29.2,30.1,30.1,28.8,499923.0
2020-02-24,26.1,28.7,28.7,25.2,923904.0
2020-02-25,27.8,26.0,27.9,25.4,473957.0
2020-02-26,27.9,27.8,28.2,26.8,318599.0
2020-02-27,27.9,28.4,29.0,27.0,304646.0
2020-02-28,27.3,27.9,27.9,26.9,421276.0
2020-03-02,26.9,27.3,27.4,26.1,423699.0
2020-03-03,27.6,27.5,28.0,26.9,275174.0
2020-03-04,27.3,27.7,27.7,26.7,190284.0
2020-03-05,27.5,27.3,28.1,27.2,417069.0
2020-03-06,27.5,27.5,27.5,27.0,144600.0
2020-03-09,23.7,26.4,26.4,23.5,1119871.0
2020-03-10,24.8,23.7,25.3,23.0,482164.0
2020-03-11,24.5,24.8,25.5,23.7,376541.0
2020-03-12,22.3,21.0,24.5,21.0,724361.0
2020-03-13,21.8,22.3,22.6,19.1,794095.0
2020-03-16,21.9,21.5,22.5,21.5,370202.0
2020-03-17,22.1,22.2,22.5,20.3,394236.0
2020-03-18,22.4,22.2,23.3,21.9,585563.0
2020-03-19,21.8,22.3,22.3,21.5,291156.0
2020-03-20,22.0,21.9,22.4,21.8,312142.0
2020-03-23,19.0,22.0,22.0,18.8,867234.0
2020-03-24,20.4,18.9,20.6,18.9,358223.0
2020-03-25,21.8,20.6,21.9,20.6,304287.0
2020-03-26,20.4,21.8,21.8,20.4,377540.0
2020-03-27,20.0,20.4,20.8,19.8,501318.0
2020-03-30,19.3,19.8,19.8,18.3,367435.0
2020-03-31,19.4,19.3,20.1,18.8,402292.0
2020-04-01,20.1,19.0,20.3,18.8,301352.0
2020-04-02,20.450000000000006,19.5,20.65,19.4,334731.0
2020-04-03,20.8,20.0,21.0,20.0,368110.0
2020-04-06,22.3,21.0,22.5,21.0,844476.0
2020-04-07,22.6,22.5,22.9,21.9,475502.0
2020-04-08,22.4,22.6,22.6,21.6,405072.0
2020-04-09,22.5,22.4,22.9,22.2,502330.0
2020-04-10,21.9,22.5,22.6,21.8,427902.0
2020-04-13,22.3,22.0,22.8,21.9,339021.0
2020-04-14,25.4,22.5,25.4,22.5,1729708.0
2020-04-15,25.9,25.1,27.0,24.8,964821.0
2020-04-16,26.3,25.9,26.8,25.0,569050.0
2020-04-17,26.4,26.0,27.1,25.9,869574.0
2020-04-20,26.3,26.4,26.8,25.7,676636.0
2020-04-21,24.4,26.2,26.2,23.9,999275.0
2020-04-22,25.7,24.3,26.0,23.4,696184.0
2020-04-23,25.6,25.9,26.4,25.5,339260.0
2020-04-24,26.2,26.0,26.5,25.8,608181.0
2020-04-27,26.1,26.2,27.0,26.0,716998.0
2020-04-28,25.8,26.1,26.3,25.5,512776.0
2020-04-29,25.8,26.0,26.2,25.5,335003.0
2020-04-30,25.766666666666666,25.66666666666667,26.13333333333333,25.33333333333333,286617.0
2020-05-01,25.73333333333333,25.33333333333333,26.066666666666666,25.16666666666667,238231.0
2020-05-04,25.7,25.0,26.0,25.0,189845.0
2020-05-05,25.6,25.7,25.7,25.2,386526.0
2020-05-06,26.4,25.3,26.4,25.3,550247.0
2020-05-07,27.9,26.5,28.0,26.5,1238346.0
2020-05-08,27.5,28.0,28.8,27.2,990365.0
2020-05-11,27.9,27.7,27.9,27.0,946588.0
2020-05-12,28.0,27.4,28.3,27.3,684087.0
2020-05-13,27.7,27.9,28.4,27.2,802994.0
2020-05-14,27.2,27.5,27.9,27.1,674808.0
2020-05-15,27.2,27.4,27.7,27.0,433791.0
2020-05-18,28.6,27.4,29.2,26.7,1890350.0
2020-05-19,28.1,28.6,29.2,28.0,771237.0
2020-05-20,30.7,28.6,31.1,28.5,2464648.0
2020-05-21,30.0,31.0,31.0,29.7,1179667.0
2020-05-22,29.8,30.0,30.5,29.5,827980.0
2020-05-25,30.2,29.5,30.8,29.4,884483.0
2020-05-26,30.2,30.0,30.8,30.0,652569.0
2020-05-27,29.6,30.3,30.8,29.6,1064315.0
2020-05-28,29.6,30.0,30.0,29.1,611263.0
2020-05-29,29.6,29.5,30.3,29.2,554379.0
2020-06-01,30.7,29.6,31.0,29.6,1324718.0
2020-06-02,30.1,30.7,31.4,30.0,867420.0
2020-06-03,30.0,30.2,30.5,29.8,518190.0
2020-06-04,30.0,30.3,30.8,29.9,781882.0
2020-06-05,30.8,30.3,30.9,29.9,839757.0
2020-06-08,31.4,30.9,31.8,30.8,1480152.0
2020-06-09,30.8,31.4,31.6,30.7,620911.0
2020-06-10,30.5,31.1,31.1,30.3,832126.0
2020-06-11,28.1,30.5,30.8,27.9,1777716.0
2020-06-12,28.5,27.0,28.7,25.0,927199.0
2020-06-15,27.1,28.5,28.8,26.8,633732.0
2020-06-16,28.2,27.9,28.4,27.6,587203.0
2020-06-17,27.8,28.3,28.4,27.7,267879.0
2020-06-18,27.8,27.7,27.9,27.3,218868.0
2020-06-19,28.7,27.7,28.7,27.7,525193.0
2020-06-22,28.9,28.5,28.9,28.4,366225.0
2020-06-23,28.6,28.9,28.9,28.3,345970.0
2020-06-24,28.0,28.0,28.6,27.9,457306.0
2020-06-25,27.9,27.9,28.0,27.4,266767.0
2020-06-26,27.9,28.0,28.4,27.6,170054.0
2020-06-29,27.0,27.6,27.7,26.8,395390.0
2020-06-30,27.0,27.0,27.5,26.7,287604.0
2020-07-01,27.6,27.0,27.7,26.9,274693.0
2020-07-02,27.9,27.5,28.2,27.5,231715.0
2020-07-03,27.7,27.9,28.1,27.7,131426.0
2020-07-06,28.4,27.9,28.4,27.7,298246.0
2020-07-07,28.2,28.5,28.5,28.0,337850.0
2020-07-08,29.3,28.2,30.0,28.0,722837.0
2020-07-09,29.3,29.5,29.7,28.6,648047.0
2020-07-10,28.5,29.2,29.2,28.3,738447.0
2020-07-13,28.7,28.7,29.0,28.3,452445.0
2020-07-14,28.4,28.8,28.8,28.2,196054.0
2020-07-15,28.7,28.4,28.8,28.4,244812.0
2020-07-16,28.6,28.9,28.9,28.4,96684.0
2020-07-17,29.1,28.5,29.5,28.5,630102.0
2020-07-20,29.0,29.1,29.5,28.9,289449.0
2020-07-21,28.9,29.0,29.2,28.7,163796.0
2020-07-22,28.3,28.9,29.1,28.3,378874.0
2020-07-23,28.1,28.6,28.7,28.0,402645.0
2020-07-24,26.8,28.1,28.3,25.5,597993.0
2020-07-27,24.1,26.5,26.5,24.0,958389.0
2020-07-28,26.1,24.0,26.5,24.0,587473.0
2020-07-29,24.9,26.1,26.2,24.0,614681.0
2020-07-30,25.2,25.0,25.7,25.0,257603.0
2020-07-31,24.7,25.0,25.4,24.4,402765.0
2020-08-03,25.5,24.8,25.6,24.7,444423.0
2020-08-04,26.1,25.9,26.4,25.8,470701.0
2020-08-05,26.3,26.2,26.4,25.8,367629.0
2020-08-06,26.0,26.3,26.3,25.8,262814.0
2020-08-07,26.0,26.0,26.3,25.6,292845.0
2020-08-10,26.5,26.1,26.8,25.9,460965.0
2020-08-11,26.3,26.5,26.9,26.1,283317.0
